Timestamps,CM2_PV_PRODUCT,CM2_PV_BE01_CURRENT,CM2_PV_BE02_POWER,CM2_PV_BF01_OUT_TEMPERATURE,CM2_PV_BF01_PRESSURE,CM2_PV_BF01_DIF_PRESSURE,CM2_PV_BF01_DIF_PRESSURE1,CM2_FLOW_RATE_COAL,CM2_PV_CLA01_POWER,CM2_PV_CLA01_SPEED,CM2_SP_CLA01_SPEED,CM2_PV_DA01_POSITION,CM2_SP_DA01_POSITION,CM2_PV_DA02_POSITION,CM2_SP_PRESS_MODE,CM2_SP_PRESS_AUTO,CM2_SP_PRESS_MANUAL,CM2_PV_FN01_POWER,CM2_SP_GA01_SPM,CM2_PV_HG01_TEMPERATURE,CM2_PV_HG01_TEMPERATURE1,CM2_PV_HG01_TEMPERATURE2,CM2_PV_HYS01_PRESSURE,CM2_PV_HYS01_PRESSURE1,CM2_SP_RB01_MILL_TOTAL_FEED,CM2_SP_RB01_MODE_TOTAL_FEED,CM2_SP_RB01_SPA_TOTAL_FEED,CM2_SP_RB01_TOTAL_FEED,CM2_PV_RB01_TOTAL_FEED,CM2_PV_RF01_CURRENT,CM2_SP_VRM01_TEMP_MODE,CM2_SP_VRM01_TEMP_AUTO,CM2_SP_VRM01_TEMP_MANUAL,CM2_SP_VRM01_PRESS_GRIDING_1_3,CM2_SP_VRM01_PRESS_GRIDING_2_4,CM2_PV_VRM01_INLET_TEMPERATURE,CM2_PV_VRM01_OUTLET_TEMPERATURE,CM2_PV_VRM01_POWER,CM2_PV_VRM01_IN_PRESS,CM2_PV_VRM01_VIBRATION,CM2_PV_VRM01_OUT_ PRESS,CM2_PV_VRM01_DIFF_PRESSURE,CM2_PV_VRM01_POSITION1,CM2_PV_VRM01_POSITION2,CM2_PV_VRM01_POSITION3,CM2_PV_VRM01_POSITION4,CM2_PV_VRM01_VIBRATION1,CM2_SP_WI01_WATER_INJECTION,CM2_PV_WI01_WATER_INJECTION,CM2_AGREGADO_0,CM2_AGREGADO_1,CM2_AGREGADO_2,CM2_CALCARIO,CM2_CLINQUER,CM2_CLINQUERBW,CM2_ESCORIA,CM2_ESCORIA_DRY_PIT,CM2_GESSO,CM2_MIX,CM2_POZOLANA,CM2_LB_FINENESS_CPIIF,CM2_LB_FINENESS_CPIII,CM2_LB_FINENESS_CPVARI,CM2_LB_BLAINE_CPIIF,CM2_LB_BLAINE_CPIII,CM2_LB_BLAINE_CPVARI,CM2_ST_CLA01_SPEED,CM2_ST_DA01_POSITION,CM2_ST_WI01_WATER_INJECTION,CM2_ST_VRM01_PRESS_GRIDING_1_3,CM2_ST_RB01_TOTAL_FEED,CM2_ST_GAS01_ADDITIVE_INJECTION,CM2_ST_DA02_SPA_PRESS,CM2_PV_FLOW_CALCARIO,CM2_PV_FLOW_CLINQUER,CM2_PV_FLOW_ESCORIA,CM2_PV_FLOW_GESSO,CM2_PV_FLOW_MIX,CM2_PV_FLOW_POZOLANA,CM2_ST_IA_ENABLE,CM2_ST_IA_READY,CM2_ST_IA_USE,CM2_IA_CLA01_SP_SPEED,CM2_IA_DA01_SP_POSITION,CM2_IA_DA02_SPA_PRESS,CM2_IA_GAS01_SP_FLOW_AID,CM2_IA_RB01_SP_TOTAL_FEED,CM2_IA_VRM01_SP_PRESS_GRIDING,CM2_IA_WI01_SP_WATER_INJECTION,CM2_IA_SC01_SPA_TEMP_OUT
01/12/2024 00:00:00,6,41.5019035,55.8849678,96.06302,-61.64591,8.223428,4.27249527,632.5903,67.3908157,1572.25256,88.0,78.89869,78.0,-24.9676247,0.0,-4.86,99.92826,1243,611.2,0.0,105.714172,685.958557,5.46519566,5.263748,64.0,1.0,42.01815,64.0,64.0379944,56.9229736,1.0,103.0,31.0,5.5,5.5,114.915611,99.78642,1505,-5.6526103,4.24535275,-47.5177231,41.9160423,188.091858,41.1837158,34.0229645,27.0,15.0,3000.0,2948.283,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.26976585,59.48929,0.15163359,3.1589365,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:00:30,6,39.77034,56.2,96.05349,-61.7255135,8.567235,4.355923,632.9414,66.59114,1572.13843,88.0,78.8971,78.0,-24.9676285,0.0,-4.86,99.92842,1213,611.2,0.0,105.64077,685.1352,5.465002,5.263634,64.0,1.0,42.0613632,64.0,64.2594452,57.7371826,1.0,103.0,31.0,5.5,5.5,114.809708,99.7851257,1260,-5.666169,4.51127768,-47.7170029,42.04864,198.2987,42.91234,37.13293,23.306818,31.0876617,3000.0,2948.323,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.27158,59.48963,0.151460126,3.15872955,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:01:00,6,40.56017,61.0959129,96.04396,-61.8203049,8.283936,3.83478522,632.5158,66.47976,1571.559,88.0,78.89551,78.0,-24.9676323,0.0,-4.86,99.92859,1249,611.2,0.0,105.567368,684.3119,5.46480846,5.26352072,64.0,1.0,41.435154,64.0,65.83471,56.6780777,1.0,103.0,31.0,5.5,5.5,114.703804,99.78383,1762,-5.508203,5.596735,-47.09701,41.5586777,184.184952,43.72258,33.13871,26.0,21.1849461,3000.0,2948.36328,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.273394,61.0972,0.151286647,3.15852261,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:01:30,6,42.9137268,62.5,96.03444,-61.82231,8.481457,4.378571,632.358032,67.3636246,1572.60352,88.0,78.89392,78.0,-24.9676342,0.0,-4.86,99.92876,1245,611.2,0.0,105.493965,683.4885,5.464615,5.26340675,64.0,1.0,41.8044128,64.0,65.11903,57.57601,1.0,103.0,31.0,5.5,5.5,114.5979,99.78253,1394,-5.579896,4.778172,-47.5272369,41.88657,189.156952,39.039238,35.1177139,29.921566,18.3138981,3000.0,2948.40356,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.27520823,60.3483429,0.151113167,3.15831566,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:02:00,6,40.249218,51.613575,96.02491,-61.3369827,8.903488,3.828714,632.3812,66.21328,1571.9054,88.0,78.892334,78.0,-24.967638,0.0,-4.86,99.92892,1246,611.2,0.0,105.42057,682.6652,5.46442175,5.26329327,64.0,1.0,41.0084076,64.0,63.83934,56.942688,1.0,103.0,31.0,5.5,5.5,114.492,99.7812347,1395,-5.507895,5.223937,-46.62885,41.161274,179.769058,46.7738037,35.0,28.0904789,22.3166733,3000.0,2948.4436,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.27702236,58.70246,0.1509397,3.15810871,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:02:30,6,41.6861725,62.27089,96.01538,-61.5920525,8.328828,4.306023,632.318359,66.97704,1572.3811,88.0,78.89075,78.0,-24.9676418,0.0,-4.86,99.9290848,1240,611.2,0.0,105.347168,681.841858,5.464228,5.2631793,64.0,1.0,41.7109,64.0,64.1419,57.26274,1.0,103.0,31.0,5.5,5.5,114.386093,99.77994,1596,-5.56938,4.69413137,-47.412384,41.6621857,185.091827,39.13843,34.86226,28.0459137,27.7704334,3000.0,2948.484,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.27883649,58.8076439,0.150766224,3.157902,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:03:00,6,39.7329521,54.58299,96.00585,-61.6552124,8.604605,4.34807873,632.2975,66.33754,1572.65833,88.0,78.88915,78.0,-24.9676456,0.0,-4.86,99.929245,1235,611.2,0.0,105.273766,681.018555,5.46403456,5.263066,64.0,1.0,41.55768,64.0,63.6728,57.2998352,1.0,103.0,31.0,5.5,5.5,114.28019,99.77864,1336,-5.60404158,4.72479963,-47.041378,41.5368576,195.390533,44.0,35.9023666,29.0488167,25.8036613,3000.0,2948.52417,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.28065062,58.9990959,0.150592759,3.157695,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:03:30,6,40.4411774,57.034626,95.99633,-61.8038177,8.323504,4.01867,632.7755,67.9581757,1570.525,88.0,78.8875656,78.0,-24.96765,0.0,-4.86,99.92941,1248,611.2,0.0,105.200363,680.1952,5.463841,5.262952,64.0,1.0,41.65528,64.0,64.73998,56.9095459,1.0,103.0,31.0,5.5,5.5,114.174286,99.77734,1381,-5.539788,4.18237352,-47.1951332,41.6554565,213.158386,46.8416176,37.0,30.0,22.3813381,3000.0,2948.56445,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.28246474,59.42994,0.15041928,3.157488,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:04:00,6,39.68462,58.3313637,95.9868,-62.2545853,8.552952,4.38055229,632.555969,68.4710541,1571.645,88.0,78.88598,78.0,-24.9676514,0.0,-4.86,99.92958,1241,611.2,0.0,105.126961,679.3719,5.46364737,5.26283836,64.0,1.0,41.9497833,64.0,64.4428253,57.50677,1.0,103.0,31.0,5.5,5.5,114.099075,99.77605,1490,-5.5142355,5.067194,-47.45827,42.03261,193.7108,42.76864,36.0,28.0,29.4794388,3000.0,2948.60449,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.28427887,59.38838,0.1502458,3.15728116,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
01/12/2024 00:04:30,6,41.1937866,59.2215652,95.97727,-61.3874931,8.776896,3.45719051,632.773438,64.4,1573.48694,88.0,78.88439,78.0,-24.9676552,0.0,-4.86,99.92974,1234,611.2,0.0,105.053566,678.5485,5.463454,5.2627244,64.0,1.0,40.9481926,64.0,63.01218,57.9568558,1.0,103.0,31.0,5.5,5.5,114.095993,99.77475,1877,-5.42273951,4.59495258,-46.36699,40.94329,182.659485,48.5289345,37.0,28.14132,17.85868,3000.0,2948.64478,0.0,1.0,1.0,2.85,0.0,0.0,3.68,1.0,7.1,1.0,0.0,15.6,5.8,6.7,4390,4200.0,4190.0,0,0,0,1,0,0,1,2.28609324,58.08767,0.150072336,3.15707421,0.0,0.0,0,1,0,88.0,78.0,-4.86,25.9740257,64.0,5.5,3000.0,103.0
