Timestamps,CM2_PV_PRODUCT,CM2_PV_BE01_CURRENT,CM2_PV_BE02_POWER,CM2_PV_BF01_OUT_TEMPERATURE,CM2_PV_BF01_PRESSURE,CM2_PV_BF01_DIF_PRESSURE,CM2_PV_BF01_DIF_PRESSURE1,CM2_FLOW_RATE_COAL,CM2_PV_CLA01_POWER,CM2_PV_CLA01_SPEED,CM2_SP_CLA01_SPEED,CM2_PV_DA01_POSITION,CM2_SP_DA01_POSITION,CM2_PV_DA02_POSITION,CM2_SP_PRESS_MODE,CM2_SP_PRESS_AUTO,CM2_SP_PRESS_MANUAL,CM2_PV_FN01_POWER,CM2_SP_GA01_SPM,CM2_PV_HG01_TEMPERATURE,CM2_PV_HG01_TEMPERATURE1,CM2_PV_HG01_TEMPERATURE2,CM2_PV_HYS01_PRESSURE,CM2_PV_HYS01_PRESSURE1,CM2_SP_RB01_MILL_TOTAL_FEED,CM2_SP_RB01_MODE_TOTAL_FEED,CM2_SP_RB01_SPA_TOTAL_FEED,CM2_SP_RB01_TOTAL_FEED,CM2_PV_RB01_TOTAL_FEED,CM2_PV_RF01_CURRENT,CM2_SP_VRM01_TEMP_MODE,CM2_SP_VRM01_TEMP_AUTO,CM2_SP_VRM01_TEMP_MANUAL,CM2_SP_VRM01_PRESS_GRIDING_1_3,CM2_SP_VRM01_PRESS_GRIDING_2_4,CM2_PV_VRM01_INLET_TEMPERATURE,CM2_PV_VRM01_OUTLET_TEMPERATURE,CM2_PV_VRM01_POWER,CM2_PV_VRM01_IN_PRESS,CM2_PV_VRM01_VIBRATION,CM2_PV_VRM01_OUT_ PRESS,CM2_PV_VRM01_DIFF_PRESSURE,CM2_PV_VRM01_POSITION1,CM2_PV_VRM01_POSITION2,CM2_PV_VRM01_POSITION3,CM2_PV_VRM01_POSITION4,CM2_PV_VRM01_VIBRATION1,CM2_SP_WI01_WATER_INJECTION,CM2_PV_WI01_WATER_INJECTION,CM2_AGREGADO_0,CM2_AGREGADO_1,CM2_AGREGADO_2,CM2_CALCARIO,CM2_CLINQUER,CM2_CLINQUERBW,CM2_ESCORIA,CM2_ESCORIA_DRY_PIT,CM2_GESSO,CM2_MIX,CM2_POZOLANA,CM2_LB_FINENESS_CPIIF,CM2_LB_FINENESS_CPIII,CM2_LB_FINENESS_CPVARI,CM2_LB_BLAINE_CPIIF,CM2_LB_BLAINE_CPIII,CM2_LB_BLAINE_CPVARI,CM2_ST_CLA01_SPEED,CM2_ST_DA01_POSITION,CM2_ST_WI01_WATER_INJECTION,CM2_ST_VRM01_PRESS_GRIDING_1_3,CM2_ST_RB01_TOTAL_FEED,CM2_ST_GAS01_ADDITIVE_INJECTION,CM2_ST_DA02_SPA_PRESS,CM2_PV_FLOW_CALCARIO,CM2_PV_FLOW_CLINQUER,CM2_PV_FLOW_ESCORIA,CM2_PV_FLOW_GESSO,CM2_PV_FLOW_MIX,CM2_PV_FLOW_POZOLANA,CM2_ST_IA_ENABLE,CM2_ST_IA_READY,CM2_ST_IA_USE,CM2_IA_CLA01_SP_SPEED,CM2_IA_DA01_SP_POSITION,CM2_IA_DA02_SPA_PRESS,CM2_IA_GAS01_SP_FLOW_AID,CM2_IA_RB01_SP_TOTAL_FEED,CM2_IA_VRM01_SP_PRESS_GRIDING,CM2_IA_WI01_SP_WATER_INJECTION,CM2_IA_SC01_SPA_TEMP_OUT
09/03/2025 00:00:00,6,44.12669,55.731987,92.17731,-62.0069733,11.3056984,4.269934,869.5295,45.0063972,1313.44739,73.5,84.93101,85.0,93.21492,1.0,-4.92651,95.0,1290,100.0,0.0,106.071266,631.6256,4.96299028,4.94895124,80.0,1.0,43.18297,80.0,79.62581,66.106636,1.0,102.0,48.0,5.1,5.1,114.494064,96.20424,1370,-4.9873,6.95630169,-48.2035942,43.1829758,94.03937,50.93111,37.0,32.0,43.0393677,2800.0,2816.77441,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.592556,58.01678,0.0,2.9877162,0.0,0.0,0,1,0,73.5,85.0,-4.73,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:00:30,6,44.11494,60.5154266,92.18969,-61.53004,11.5479422,4.25023,827.6448,45.1992035,1313.4259,73.5,84.9309,85.0,93.21034,1.0,-4.91571856,95.0,1274,100.0,0.0,106.102737,635.155945,4.94996834,4.93798447,80.0,1.0,42.8689728,80.0,80.5839844,66.7948456,1.0,102.0,45.0,5.1,5.1,116.495453,97.32062,1308,-4.83185959,6.88143969,-47.6923637,42.82035,95.0398941,44.05585,37.0,31.9920216,43.00004,2800.0,2817.77515,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.37424,58.57398,0.0,2.98777676,0.0,0.0,0,1,0,73.5,85.0,-4.96,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:01:00,6,43.3853035,57.4891624,92.20409,-61.2648,11.5932178,3.42505622,828.067444,43.3008,1314.40479,73.5,84.93079,85.0,93.20576,1.0,-4.90585661,95.0,1253,100.0,0.0,106.134209,641.0744,4.937948,4.92197227,80.0,1.0,42.57496,80.0,81.7401657,67.52283,1.0,102.0,45.0,5.1,5.1,119.347443,100.770363,1378,-4.85116768,8.114761,-47.23439,42.4265366,96.01204,41.01,36.002,27.0120411,43.4890022,2800.0,2818.77563,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.3714352,60.227,0.0,2.987837,0.0,0.0,0,1,0,73.5,85.0,-4.91,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:01:30,6,45.947052,61.42823,92.22862,-60.76112,10.8740721,3.73425364,827.862061,45.0903931,1312.62183,73.5,84.93069,85.0,93.20118,1.0,-4.90899038,95.0,1272,100.0,0.0,106.1588,651.7707,4.94693375,4.94591,80.0,1.0,42.0505753,80.0,81.33781,66.50402,1.0,102.0,45.0,5.1,5.1,122.199432,100.966667,1566,-4.84147072,6.367437,-47.04177,42.07343,105.993996,46.0,38.0360336,28.0060062,27.0540524,2800.0,2819.77612,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.3686275,59.5961723,0.0,2.98789763,0.0,0.0,0,1,0,73.5,85.0,-4.89,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:02:00,6,43.013237,57.6720161,92.25316,-60.59673,10.9952745,4.20864248,855.712463,44.89081,1313.58215,73.5,84.93058,85.0,93.1965942,1.0,-4.912124,95.0,1267,100.0,0.0,106.178108,662.5218,4.978956,4.95992,80.0,1.0,41.91769,80.0,79.30039,67.12416,1.0,102.0,47.0,5.1,5.1,121.061615,100.930954,1346,-4.86388,6.367031,-46.952095,41.919426,106.972015,45.039978,42.98001,30.9866257,46.960022,2800.0,2820.77686,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.4821644,58.06962,0.0,2.987958,0.0,0.0,0,1,0,73.5,85.0,-4.93,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:02:30,6,43.7514839,57.3004036,92.2776947,-60.1070061,11.0271406,4.303512,856.011658,43.30303,1313.60168,73.5,84.93047,85.0,93.19202,1.0,-4.80624771,95.0,1280,100.0,0.0,106.197426,673.327759,4.985012,4.972989,80.0,1.0,41.60302,80.0,82.02901,66.10726,1.0,102.0,47.0,5.1,5.1,119.923,98.78893,1412,-4.922673,7.917801,-46.6215973,41.61374,106.016144,60.0,38.0040359,36.9959641,31.9677086,2800.0,2821.77734,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.7700443,59.8556,0.0,2.98801851,0.0,0.0,0,1,0,73.5,85.0,-4.93,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:03:00,6,44.1191139,61.6956024,92.30223,-59.78275,11.2876854,4.299493,855.769531,43.1015,1314.049,73.5,84.93037,85.0,93.18743,1.0,-4.74587154,95.0,1257,100.0,0.0,106.216736,684.1337,4.98899746,4.98099756,80.0,1.0,41.2521362,80.0,81.49192,66.50536,1.0,102.0,47.0,5.1,5.1,118.784386,98.4556,1839,-4.83517456,4.4518137,-46.15516,41.2939644,117.006,55.0,40.008,34.0,20.0069981,2800.0,2822.77783,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.7249088,59.4199333,0.0,2.98807883,0.0,0.0,0,1,0,73.5,85.0,-4.91,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:03:30,6,45.940506,60.5976143,92.32676,-60.17865,11.4261131,4.279372,855.6871,44.90238,1313.32239,73.5,84.93026,85.0,93.1828461,1.0,-4.737437,95.0,1273,100.0,0.0,106.236053,689.3406,4.993703,4.98063135,80.0,1.0,41.5312729,80.0,82.91175,66.9943,1.0,102.0,47.0,5.1,5.1,117.645767,98.12227,1524,-4.829351,5.774136,-46.3266563,41.5311623,118.892883,49.0714073,44.0119,32.0476074,27.5157585,2800.0,2823.77856,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.65595,60.7401,0.0,2.98813939,0.0,0.0,0,1,0,73.5,85.0,-4.8,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:04:00,6,45.57941,59.63924,92.3512955,-60.09725,11.675334,4.23580551,855.5151,42.9124069,1314.03845,73.5,84.93015,85.0,93.17827,1.0,-4.74478149,95.0,1274,100.0,0.0,106.255363,693.9254,4.98492,4.96404028,80.0,1.0,41.4651031,80.0,81.13738,66.1083145,1.0,102.0,47.0,5.1,5.1,116.507149,97.78894,1326,-4.77639,5.549432,-46.163784,41.43923,112.031982,54.95203,41.023983,32.9920044,38.9360428,2800.0,2824.779,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.58699,59.1260071,0.0,2.98819971,0.0,0.0,0,1,0,73.5,85.0,-4.84,25.9740257,80.1,5.1,2800.0,102.0
09/03/2025 00:04:30,6,42.6470833,57.2999535,92.37583,-60.25616,11.6546659,3.5690763,855.9404,44.5995331,1313.69226,73.5,84.9300461,85.0,93.17368,1.0,-4.75212574,95.0,1265,100.0,0.0,106.274681,698.118469,4.98967028,4.9630003,80.0,1.0,41.486702,80.0,80.99538,67.25662,1.0,102.0,47.0,5.1,5.1,115.88488,97.4556046,1547,-4.75836945,6.002751,-46.06323,41.42099,113.000031,54.9999847,42.0000153,35.9999542,26.0001659,2800.0,2825.77979,0.0,1.0,1.0,4.56,0.0,0.0,3.23,1.0,6.96,1.0,0.0,13.3,4.6,5.1,4730,4160.0,4520.0,0,0,0,0,1,0,0,18.51803,58.8770981,0.0,2.98826027,0.0,0.0,0,1,0,73.5,85.0,-4.75,25.9740257,80.1,5.1,2800.0,102.0
