Timestamps,CM2_PV_PRODUCT,CM2_PV_BE01_CURRENT,CM2_PV_BE02_POWER,CM2_PV_BF01_OUT_TEMPERATURE,CM2_PV_BF01_PRESSURE,CM2_PV_BF01_DIF_PRESSURE,CM2_PV_BF01_DIF_PRESSURE1,CM2_FLOW_RATE_COAL,CM2_PV_CLA01_POWER,CM2_PV_CLA01_SPEED,CM2_SP_CLA01_SPEED,CM2_PV_DA01_POSITION,CM2_SP_DA01_POSITION,CM2_PV_DA02_POSITION,CM2_SP_PRESS_MODE,CM2_SP_PRESS_AUTO,CM2_SP_PRESS_MANUAL,CM2_PV_FN01_POWER,CM2_SP_GA01_SPM,CM2_PV_HG01_TEMPERATURE,CM2_PV_HG01_TEMPERATURE1,CM2_PV_HG01_TEMPERATURE2,CM2_PV_HYS01_PRESSURE,CM2_PV_HYS01_PRESSURE1,CM2_SP_RB01_MILL_TOTAL_FEED,CM2_SP_RB01_MODE_TOTAL_FEED,CM2_SP_RB01_SPA_TOTAL_FEED,CM2_SP_RB01_TOTAL_FEED,CM2_PV_RB01_TOTAL_FEED,CM2_PV_RF01_CURRENT,CM2_SP_VRM01_TEMP_MODE,CM2_SP_VRM01_TEMP_AUTO,CM2_SP_VRM01_TEMP_MANUAL,CM2_SP_VRM01_PRESS_GRIDING_1_3,CM2_SP_VRM01_PRESS_GRIDING_2_4,CM2_PV_VRM01_INLET_TEMPERATURE,CM2_PV_VRM01_OUTLET_TEMPERATURE,CM2_PV_VRM01_POWER,CM2_PV_VRM01_IN_PRESS,CM2_PV_VRM01_VIBRATION,CM2_PV_VRM01_OUT_ PRESS,CM2_PV_VRM01_DIFF_PRESSURE,CM2_PV_VRM01_POSITION1,CM2_PV_VRM01_POSITION2,CM2_PV_VRM01_POSITION3,CM2_PV_VRM01_POSITION4,CM2_PV_VRM01_VIBRATION1,CM2_SP_WI01_WATER_INJECTION,CM2_PV_WI01_WATER_INJECTION,CM2_AGREGADO_0,CM2_AGREGADO_1,CM2_AGREGADO_2,CM2_CALCARIO,CM2_CLINQUER,CM2_CLINQUERBW,CM2_ESCORIA,CM2_ESCORIA_DRY_PIT,CM2_GESSO,CM2_MIX,CM2_POZOLANA,CM2_LB_FINENESS_CPIIF,CM2_LB_FINENESS_CPIII,CM2_LB_FINENESS_CPVARI,CM2_LB_BLAINE_CPIIF,CM2_LB_BLAINE_CPIII,CM2_LB_BLAINE_CPVARI,CM2_ST_CLA01_SPEED,CM2_ST_DA01_POSITION,CM2_ST_WI01_WATER_INJECTION,CM2_ST_VRM01_PRESS_GRIDING_1_3,CM2_ST_RB01_TOTAL_FEED,CM2_ST_GAS01_ADDITIVE_INJECTION,CM2_ST_DA02_SPA_PRESS,CM2_PV_FLOW_CALCARIO,CM2_PV_FLOW_CLINQUER,CM2_PV_FLOW_ESCORIA,CM2_PV_FLOW_GESSO,CM2_PV_FLOW_MIX,CM2_PV_FLOW_POZOLANA,CM2_ST_IA_ENABLE,CM2_ST_IA_READY,CM2_ST_IA_USE,CM2_IA_CLA01_SP_SPEED,CM2_IA_DA01_SP_POSITION,CM2_IA_DA02_SPA_PRESS,CM2_IA_GAS01_SP_FLOW_AID,CM2_IA_RB01_SP_TOTAL_FEED,CM2_IA_VRM01_SP_PRESS_GRIDING,CM2_IA_WI01_SP_WATER_INJECTION,CM2_IA_SC01_SPA_TEMP_OUT
10/02/2025 00:00:00,2,42.1000061,53.4775925,89.39946,-64.7402649,12.0463247,3.51302218,702.338745,71.28058,1589.54663,89.0,79.1115952,79.0,86.92214,1.0,-4.63084459,85.0,1250,668.5,0.0,98.90003,542.2597,5.304045,5.249015,70.0,6.0,40.823822,70.0,69.7705154,61.95351,1.0,102.0,36.0,5.5,5.5,107.753815,94.8999939,1447,-4.522141,5.13289261,-45.3831635,40.8598976,75.01494,38.0597572,26.0298786,24.0,31.03735,3200.0,3148.395,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.04324245,61.8136177,0.0,4.214193,0.0,0.0,1,1,1,89.0,79.0,-4.81413269,25.9740257,70.0,5.5,3200.0,102.0
10/02/2025 00:00:30,2,43.2234039,59.1505775,89.39855,-64.75647,11.6074648,2.69197416,702.3801,73.02528,1589.16931,89.0,79.11212,79.0,86.922226,1.0,-4.493088,85.0,1248,668.5,0.0,98.89676,540.952759,5.29515457,5.24784565,70.0,6.0,41.39224,70.0,69.74523,61.6851234,1.0,102.0,36.0,5.5,5.5,107.730148,94.8999939,1316,-4.322623,6.802262,-45.8601265,41.5355377,77.9719,38.9578552,26.9719028,24.0702419,41.90166,3200.0,3120.46582,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.04296875,61.6509247,0.0,4.21409559,0.0,0.0,1,1,1,89.0,79.0,-4.53418732,25.9740257,70.0,5.5,3200.0,102.0
10/02/2025 00:01:00,2,41.55212,55.0380859,89.39765,-64.6048355,11.4426985,2.71288943,702.3007,75.80544,1588.91223,89.0,79.11265,79.0,86.9223,1.0,-4.40045452,85.0,1230,668.5,0.0,98.89348,539.6459,5.28708744,5.22105455,70.0,6.0,42.2191277,70.0,71.1857452,62.5236626,1.0,102.0,36.0,5.5,5.5,107.70649,94.8999939,1607,-4.44637,4.99240971,-46.5150871,42.12713,75.98912,41.0108833,25.0217648,24.0217648,31.9782352,3200.0,3092.53687,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.04269552,62.5912666,0.0,4.213999,0.0,0.0,1,1,1,89.0,79.0,-4.349861,25.9740257,70.0,5.5,3200.0,102.0
10/02/2025 00:01:30,2,43.38235,56.0,89.39674,-65.57717,11.27167,3.03826213,687.933,77.4,1590.70081,89.0,79.11318,79.0,86.92238,1.0,-4.4435215,85.0,1226,668.5,0.0,98.8902054,538.3389,5.29200029,5.248009,70.0,6.0,42.92632,70.0,70.6176147,63.044117,1.0,102.0,35.0,5.5,5.5,107.682823,94.8999939,1647,-4.450265,5.24967575,-47.37403,42.92655,79.0,36.0,27.0,27.0,35.0,3200.0,3084.16187,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.042422,62.6495934,0.0,4.21390152,0.0,0.0,1,1,1,89.0,79.0,-4.225563,25.9740257,70.0,5.5,3200.0,102.0
10/02/2025 00:02:00,2,41.9117661,51.7294655,89.39584,-65.17946,11.45836,3.2361064,688.403259,74.4,1590.25439,89.0,79.11371,79.0,86.9224548,1.0,-4.524246,85.0,1238,668.5,0.0,98.88693,537.032,5.282215,5.22018337,70.0,6.0,42.15904,70.0,70.13829,62.2173157,1.0,102.0,35.0,5.5,5.5,107.659164,94.8999939,1311,-4.465858,6.19123125,-46.65574,42.1489639,66.02391,38.0637054,24.99203,26.9681473,34.9681473,3200.0,3088.8208,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.04214859,62.1078529,0.0,4.21380472,0.0,0.0,1,1,1,89.0,79.0,-4.35100555,25.9740257,70.0,5.5,3200.0,102.0
10/02/2025 00:02:30,2,44.4677277,54.8250847,89.39494,-65.262085,11.3253641,3.305543,688.4246,76.09761,1590.34424,89.0,79.1142349,79.0,86.92253,1.0,-4.47098875,85.0,1225,668.5,0.0,98.88366,536.7287,5.30495834,5.23492861,70.0,6.0,42.53048,70.0,69.88373,62.2144966,1.0,102.0,35.0,5.5,5.5,107.6355,95.84145,1313,-4.40890837,5.7427907,-46.9237175,42.3967934,71.00198,35.0119438,23.0238914,27.0,33.02389,3200.0,3093.47974,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.041875,61.5661125,0.0,4.21370745,0.0,0.0,1,1,1,89.0,79.0,-4.42786026,25.9740257,70.0,5.5,3200.0,102.0
10/02/2025 00:03:00,2,43.7647247,65.31522,89.3940353,-65.24504,11.8218079,3.44577718,688.5281,75.5040054,1591.15393,89.0,79.11477,79.0,86.92261,1.0,-4.413141,85.0,1251,668.5,0.0,98.88039,536.6766,5.28403234,5.22219229,70.0,6.0,42.504,70.0,70.35335,62.8283,1.0,102.0,35.0,5.5,5.5,107.611832,95.7616043,1422,-4.410259,5.797912,-46.6797523,42.26461,73.99197,37.056076,24.056076,25.0080318,26.9679565,3200.0,3098.13867,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.041601,62.2122574,0.0,4.21361,0.0,0.0,1,1,1,89.0,79.0,-4.523796,25.9740257,70.0,5.5,3200.0,102.0
10/02/2025 00:03:30,2,44.0995,50.9209251,89.3931351,-65.21138,11.7758484,3.48881578,688.3728,75.0956,1589.81677,89.0,79.1152954,79.0,86.92269,1.0,-4.349291,85.0,1235,668.5,0.0,98.87711,536.6244,5.314956,5.25055933,70.0,6.0,41.8760262,70.0,70.7229156,62.2136726,1.0,102.0,35.0,5.5,5.5,107.588173,95.6817551,1385,-4.407618,7.03638649,-46.2952728,42.0549,80.9669647,45.0220261,25.988987,25.0330372,37.8678474,3496.69629,3102.79761,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.041328,62.50871,0.0,4.21351337,0.0,0.0,1,1,1,89.0,79.0,-4.484439,25.9740257,70.0,5.5,3200.0,102.0
10/02/2025 00:04:00,2,44.4852943,59.920742,89.39223,-65.5211639,11.9863949,3.21548414,688.4465,75.09526,1590.27734,89.0,79.11582,79.0,86.92277,1.0,-4.450312,85.0,1245,668.5,0.0,98.87383,536.572266,5.30302429,5.233036,70.0,6.0,42.12777,70.0,70.6635742,63.0110626,1.0,102.0,35.0,5.5,5.5,107.564507,95.60191,1566,-4.42250061,6.933002,-46.188942,41.9929771,67.071106,38.0118523,27.98815,24.98815,29.0651817,3500.0,3107.45654,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.04105425,62.60973,0.0,4.213416,0.0,0.0,1,1,1,89.0,79.0,-4.4854846,25.9740257,70.0,5.5,3500.0,102.0
10/02/2025 00:04:30,2,43.01766,59.80462,89.39133,-64.84854,11.3035631,2.64993954,688.4031,74.405426,1589.09045,89.0,79.11635,79.0,86.9228439,1.0,-4.45847,85.0,1232,668.5,0.0,98.87056,536.5201,5.293498,5.229022,70.0,6.0,41.570713,70.0,70.55987,63.1424522,1.0,102.0,35.0,5.5,5.5,107.540848,95.5220642,1403,-4.341795,6.905248,-46.3937836,41.8558655,76.00603,40.01406,28.9919643,26.0,39.0060272,3500.0,3112.11548,0.0,1.0,1.0,5.47,0.0,0.0,3.23,1.0,7.34,1.0,0.0,11.1,5.9,5.5,5160,4490.0,4540.0,0,0,0,0,1,0,0,4.040781,62.7107468,0.0,4.2133193,0.0,0.0,1,1,1,89.0,79.0,-4.357956,25.9740257,70.0,5.5,3500.0,102.0
